"stop_outcome","ticket_count","warning_count","stop_district","stop_duration_mins","person_searched","property_searched","traffic_involved","gender","ethnicity","age","primary_stop_reason","day_of_week","time_category"
"Arrest",0,0,"2D",38,"0","0","1","Male","Hispanic/Latino",26,"traffic response","Mon","Evening"
"No Action",0,0,"6D",115,"1","0","0","Female","Black",15,"call for service","Mon","Night"
"No Action",0,0,"6D",115,"1","0","0","Female","Black",16,"call for service","Mon","Night"
"Arrest",0,0,"1D",101,"1","1","0","Male","Black",34,"call for service","Mon","Night"
"Arrest",0,0,"7D",5,"0","0","0","Male","Black",18,"call for service","Mon","Night"
"No Action",0,0,"3D",15,"0","0","0","Male","Black",14,"call for service","Mon","Evening"
"Arrest",0,0,"4D",1,"0","0","0","Male","Black",49,"officer initiated","Mon","Night"
"No Action",0,0,"5D",35,"0","0","0","Male","Hispanic/Latino",26,"call for service","Mon","Morning"
"Arrest",0,0,"6D",10,"1","0","0","Male","Black",20,"traffic response","Mon","Night"
"Arrest",0,0,"7D",6,"0","0","0","Male","Black",30,"responding to bolo","Tue","Night"
"Arrest",0,0,"5D",15,"0","0","0","Female","Black",29,"responding to individual's actions","Tue","Night"
"No Action",0,0,"2D",5,"1","0","0","Male","Black",42,"responding to individual's actions","Tue","Night"
"No Action",0,0,"6D",8,"0","0","0","Female","Black",60,"traffic response","Tue","Night"
"No Action",0,0,"3D",7,"1","0","0","Male","Black",14,"officer initiated","Mon","Night"
"Arrest",0,0,"7D",12,"0","0","0","Male","Black",32,"call for service","Tue","Night"
"No Action",0,0,"7D",33,"0","0","0","Female","Black",23,"call for service","Tue","Night"
"Arrest",0,0,"3D",20,"0","0","0","Male","Black",26,"responding to bolo","Tue","Night"
"Arrest",0,0,"1D",59,"0","0","1","Male","Black",41,"traffic response","Tue","Night"
"No Action",0,0,"5D",30,"0","0","0","Female","Black",22,"call for service","Tue","Night"
"No Action",0,0,"1D",5,"0","0","0","Female","Black",35,"call for service","Tue","Night"
"No Action",0,0,"7D",18,"1","0","0","Male","Black",47,"officer initiated","Tue","Night"
"Arrest",0,0,"3D",79,"0","0","0","Male","Black",43,"call for service","Tue","Night"
"No Action",0,0,"7D",20,"1","0","0","Male","Black",50,"call for service","Tue","Night"
"No Action",0,0,"3D",1,"1","0","0","Male","Black",14,"responding to individual's actions","Mon","Night"
"No Action",0,0,"3D",1,"1","0","0","Male","Black",22,"responding to individual's actions","Mon","Night"
"Ticket",0,0,"3D",30,"0","0","1","Unknown","Unknown",NA,"officer initiated","Mon","Evening"
"Ticket",0,0,"2D",10,"0","0","1","Male","Black",23,"officer initiated","Mon","Night"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",NA,"call for service","Mon","Evening"
"Warning",0,0,"2D",10,"0","0","1","Female","Black",61,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"1D",45,"0","0","1","Male","Black",NA,"Unknown","Tue","Night"
"Warning",0,0,"3D",5,"0","0","1","Female","Black",41,"officer initiated","Mon","Night"
"Warning",0,0,"3D",15,"0","0","1","Male","Black",33,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"1D",15,"0","0","1","Male","Black",NA,"officer initiated","Mon","Night"
"Warning",0,0,"3D",10,"0","0","1","Female","White",46,"officer initiated","Mon","Evening"
"Warning",0,0,"3D",5,"0","0","1","Female","Black",42,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",35,"officer initiated","Mon","Night"
"Warning",0,0,"3D",10,"0","0","1","Female","Black",40,"officer initiated","Mon","Night"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",65,"officer initiated","Mon","Evening"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",41,"officer initiated","Mon","Night"
"Warning",0,0,"NA",5,"0","0","1","Male","Black",32,"officer initiated","Tue","Night"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",31,"officer initiated","Mon","Night"
"Warning",0,0,"4D",10,"0","0","1","Female","American Indian/Alaska Native",40,"officer initiated","Mon","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Male","Black",50,"officer initiated","Mon","Night"
"Warning",0,0,"1D",5,"0","0","1","Female","Black",31,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"1D",5,"0","0","1","Male","Black",57,"officer initiated","Mon","Night"
"Ticket",0,0,"6D",5,"0","0","1","Male","Black",33,"officer initiated","Mon","Morning"
"Warning",0,0,"4D",10,"0","0","1","Male","White",39,"officer initiated","Tue","Night"
"Ticket",0,0,"6D",5,"0","0","1","Female","Black",29,"officer initiated","Mon","Afternoon"
"Warning",0,0,"2D",5,"0","0","1","Female","White",26,"officer initiated","Mon","Night"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",24,"officer initiated","Mon","Night"
"Warning",0,0,"2D",8,"0","0","1","Male","White",27,"officer initiated","Mon","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Male","White",40,"officer initiated","Mon","Evening"
"Warning",0,0,"3D",10,"0","0","1","Male","Black",45,"officer initiated","Mon","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Hispanic/Latino",27,"officer initiated","Mon","Evening"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",45,"officer initiated","Mon","Night"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",23,"officer initiated","Mon","Night"
"Warning",0,0,"4D",5,"0","0","1","Female","Black",26,"officer initiated","Tue","Night"
"Warning",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",29,"officer initiated","Mon","Evening"
"Ticket",0,0,"1D",5,"0","0","1","Male","Black",28,"officer initiated","Mon","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",27,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",42,"officer initiated","Mon","Morning"
"Ticket",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",37,"officer initiated","Mon","Evening"
"Warning",0,0,"2D",5,"0","0","1","Female","White",30,"officer initiated","Mon","Afternoon"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",24,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","White",39,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"5D",15,"0","0","1","Male","White",31,"officer initiated","Mon","Night"
"Warning",0,0,"3D",10,"0","0","1","Female","Black",37,"officer initiated","Mon","Evening"
"Ticket",0,0,"2D",5,"0","0","1","Male","White",30,"officer initiated","Mon","Night"
"Warning",0,0,"2D",15,"0","0","1","Male","Hispanic/Latino",38,"officer initiated","Mon","Morning"
"Ticket",0,0,"4D",10,"0","0","1","Male","Hispanic/Latino",19,"officer initiated","Tue","Night"
"Ticket",0,0,"1D",30,"0","0","1","Female","Black",24,"traffic response","Mon","Afternoon"
"Warning",0,0,"2D",10,"0","0","1","Female","Black",25,"officer initiated","Mon","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",36,"officer initiated","Mon","Night"
"Ticket",0,0,"5D",15,"0","0","1","Male","Hispanic/Latino",34,"officer initiated","Mon","Night"
"Warning",0,0,"2D",15,"0","0","1","Male","Black",52,"officer initiated","Mon","Morning"
"Ticket",0,0,"2D",10,"0","0","1","Female","White",NA,"officer initiated","Mon","Afternoon"
"Warning",0,0,"1D",5,"0","0","1","Male","Multiple",34,"officer initiated","Mon","Night"
"Ticket",0,0,"1D",5,"0","0","1","Male","White",38,"officer initiated","Mon","Night"
"Warning",0,0,"1D",5,"0","0","1","Male","Unknown",40,"officer initiated","Mon","Night"
"Ticket",0,0,"6D",5,"0","0","1","Male","Black",41,"officer initiated","Mon","Morning"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",48,"officer initiated","Mon","Night"
"Warning",0,0,"1D",10,"0","0","1","Male","Black",65,"officer initiated","Mon","Night"
"Ticket",0,0,"4D",15,"0","0","1","Female","White",NA,"officer initiated","Mon","Night"
"Warning",0,0,"2D",10,"0","0","1","Female","Unknown",36,"officer initiated","Mon","Afternoon"
"Warning",0,0,"5D",15,"0","0","1","Female","Black",45,"officer initiated","Mon","Morning"
"Warning",0,0,"3D",10,"0","0","1","Male","White",68,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Female","Hispanic/Latino",26,"officer initiated","Mon","Evening"
"Ticket",0,0,"2D",15,"0","0","1","Unknown","Unknown",31,"officer initiated","Mon","Night"
"Warning",0,0,"5D",15,"0","0","1","Male","Asian",23,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",30,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"1D",30,"0","0","1","Male","White",59,"traffic response","Mon","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Male","White",28,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"1D",5,"0","0","1","Male","Black",32,"officer initiated","Mon","Night"
"Warning",0,0,"3D",10,"0","0","1","Female","White",31,"officer initiated","Mon","Evening"
"Warning",0,0,"2D",15,"0","0","1","Male","Black",43,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"1D",15,"0","0","1","Male","Black",42,"officer initiated","Mon","Night"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",31,"officer initiated","Mon","Evening"
"Ticket",0,0,"4D",5,"0","0","1","Male","White",33,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"1D",5,"0","0","1","Female","Black",21,"officer initiated","Mon","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",37,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Male","White",57,"officer initiated","Mon","Evening"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",48,"officer initiated","Mon","Night"
"Ticket",0,0,"3D",5,"0","0","1","Female","Black",29,"officer initiated","Mon","Night"
"Ticket",0,0,"4D",10,"0","0","1","Female","Black",28,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",15,"0","0","1","Male","Black",52,"officer initiated","Mon","Night"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",21,"officer initiated","Mon","Night"
"Ticket",0,0,"5D",20,"0","0","1","Female","Black",36,"call for service","Mon","Afternoon"
"Warning",0,0,"1D",10,"0","0","1","Male","Hispanic/Latino",34,"officer initiated","Mon","Evening"
"Ticket",0,0,"1D",25,"0","0","1","Male","Black",35,"traffic response","Mon","Night"
"Ticket",0,0,"6D",15,"0","0","1","Male","Black",55,"call for service","Mon","Evening"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",57,"officer initiated","Mon","Afternoon"
"Warning",0,0,"3D",5,"0","0","1","Male","Black",55,"officer initiated","Mon","Night"
"Ticket",0,0,"3D",5,"0","0","1","Female","White",37,"officer initiated","Mon","Night"
"Warning",0,0,"4D",5,"0","0","1","Female","Black",41,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Male","Hispanic/Latino",56,"officer initiated","Mon","Night"
"Warning",0,0,"4D",10,"0","0","1","Female","Black",27,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",35,"officer initiated","Mon","Afternoon"
"Warning",0,0,"5D",15,"0","0","1","Male","Black",32,"officer initiated","Tue","Night"
"Warning",0,0,"1D",10,"0","0","1","Female","Black",28,"officer initiated","Mon","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Male","White",NA,"traffic response","Mon","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Male","Asian",54,"officer initiated","Mon","Afternoon"
"Ticket",0,0,"NA",50,"0","0","1","Unknown","Unknown",NA,"call for service","Mon","Evening"
"Warning",0,0,"NA",5,"0","0","1","Female","White",89,"officer initiated",NA,"Night"
"Warning",0,0,"NA",5,"0","0","1","Female","Black",62,"officer initiated",NA,"Night"
"Warning",0,0,"NA",7,"0","0","1","Male","White",27,"officer initiated","Mon","Morning"
"Ticket",0,0,"NA",30,"0","0","1","Unknown","Unknown",NA,"Unknown","Mon","Afternoon"
"Warning",0,0,"NA",5,"0","0","1","Female","Black",36,"officer initiated",NA,"Night"
"Warning",0,0,"NA",5,"0","0","1","Male","Black",27,"officer initiated","Mon","Morning"
"No Action",0,0,"7D",10,"0","0","0","Male","Black",17,"call for service","Wed","Night"
"No Action",0,0,"7D",9,"1","0","0","Male","Black",NA,"responding to individual's actions","Tue","Night"
"Arrest",0,0,"7D",5,"0","0","0","Male","Black",28,"call for service","Tue","Afternoon"
"No Action",0,0,"7D",5,"0","0","0","Female","Black",19,"responding to individual's actions","Tue","Night"
"No Action",0,0,"7D",28,"0","0","0","Male","Black",29,"responding to bolo","Wed","Night"
"Arrest",0,0,"5D",14,"0","0","0","Male","Black",65,"call for service","Tue","Night"
"Arrest",0,0,"5D",25,"0","0","0","Male","Hispanic/Latino",32,"call for service","Tue","Night"
"No Action",0,0,"7D",14,"0","0","0","Male","Black",28,"call for service","Tue","Night"
"No Action",0,0,"2D",8,"0","0","0","Female","Black",29,"call for service","Tue","Night"
"Arrest",0,0,"7D",15,"0","0","0","Male","Black",26,"call for service","Tue","Morning"
"Arrest",0,0,"3D",48,"0","0","0","Female","Hispanic/Latino",42,"call for service","Tue","Morning"
"No Action",0,0,"7D",3,"1","0","0","Male","Black",NA,"call for service","Tue","Morning"
"Arrest",0,0,"1D",2,"0","0","0","Female","Black",31,"warrant/court order","Tue","Morning"
"No Action",0,0,"5D",7,"0","0","0","Male","Black",64,"warrant/court order","Tue","Morning"
"Arrest",0,0,"5D",60,"0","0","0","Male","Black",29,"warrant/court order","Tue","Morning"
"Arrest",0,0,"2D",33,"0","0","1","Male","Black",46,"traffic response","Tue","Morning"
"Arrest",0,0,"3D",65,"0","0","0","Male","Black",42,"call for service","Tue","Morning"
"No Action",0,0,"1D",10,"0","0","0","Male","Black",25,"information obtained from witnesses or informants","Tue","Afternoon"
"No Action",0,0,"1D",105,"0","0","0","Male","Black",16,"responding to bolo","Tue","Afternoon"
"No Action",0,0,"7D",10,"0","0","0","Female","Black",60,"warrant/court order","Tue","Afternoon"
"Arrest",0,0,"7D",10,"0","0","0","Male","Black",26,"warrant/court order","Tue","Afternoon"
"Arrest",0,0,"5D",11,"0","0","0","Female","Black",13,"warrant/court order","Tue","Afternoon"
"No Action",0,0,"1D",30,"0","0","0","Female","Black",26,"call for service","Tue","Afternoon"
"Arrest",0,0,"5D",3,"0","0","0","Male","Black",32,"warrant/court order","Tue","Afternoon"
"Arrest",0,0,"6D",20,"0","0","0","Male","Black",30,"responding to bolo","Tue","Evening"
"No Action",0,0,"3D",10,"0","0","0","Female","Black",NA,"information obtained from witnesses or informants","Tue","Evening"
"Arrest",0,0,"4D",12,"0","0","1","Male","Black",29,"traffic response","Tue","Evening"
"No Action",0,0,"1D",20,"0","0","0","Male","Unknown",36,"responding to individual's actions","Tue","Afternoon"
"Arrest",0,0,"2D",17,"0","0","0","Male","Hispanic/Latino",51,"responding to bolo","Tue","Evening"
"Arrest",0,0,"6D",3,"0","0","0","Female","Black",15,"warrant/court order","Tue","Evening"
"Warning",0,0,"4D",10,"0","1","1","Male","Black",39,"traffic response","Tue","Evening"
"Arrest",0,0,"7D",1,"0","0","0","Male","Black",30,"call for service","Tue","Evening"
"No Action",0,0,"2D",10,"0","0","0","Female","Asian",29,"responding to individual's actions","Tue","Night"
"Arrest",0,0,"3D",20,"0","0","0","Male","Hispanic/Latino",26,"call for service","Tue","Evening"
"Arrest",0,0,"2D",30,"0","0","0","Female","White",26,"call for service","Tue","Evening"
"Arrest",0,0,"6D",20,"0","0","0","Female","Black",28,"call for service","Tue","Night"
"No Action",0,0,"3D",15,"0","0","0","Male","Hispanic/Latino",26,"responding to individual's actions","Tue","Afternoon"
"Arrest",0,0,"5D",10,"0","0","0","Female","Black",34,"call for service","Tue","Evening"
"Arrest",0,0,"2D",1,"0","0","0","Male","White",44,"call for service","Tue","Night"
"No Action",0,0,"5D",20,"0","0","0","Male","Black",32,"call for service","Tue","Night"
"No Action",0,0,"6D",20,"0","0","0","Female","Black",23,"warrant/court order","Tue","Night"
"Arrest",0,0,"3D",60,"0","0","0","Female","Black",57,"call for service","Tue","Night"
"No Action",0,0,"6D",2,"1","0","0","Male","Unknown",NA,"responding to individual's actions","Tue","Night"
"No Action",0,0,"6D",2,"1","0","0","Unknown","Black",NA,"responding to individual's actions","Tue","Night"
"Arrest",0,0,"4D",5,"1","0","0","Male","Black",26,"demeanor during a field contact","Tue","Night"
"No Action",0,0,"6D",8,"0","0","0","Female","Black",56,"officer initiated","Tue","Night"
"Arrest",0,0,"4D",10,"0","0","0","Male","Black",56,"responding to individual's actions","Tue","Night"
"No Action",0,0,"6D",20,"0","1","0","Male","Black",31,"officer initiated","Tue","Night"
"No Action",0,0,"6D",5,"0","0","0","Male","Black",NA,"officer initiated","Tue","Night"
"No Action",0,0,"6D",5,"0","0","0","Male","Black",NA,"officer initiated","Tue","Night"
"No Action",0,0,"7D",4,"0","0","0","Female","Black",34,"demeanor during a field contact","Tue","Night"
"No Action",0,0,"4D",10,"0","0","0","Male","Black",30,"call for service","Tue","Night"
"No Action",0,0,"6D",10,"0","0","0","Female","Black",50,"call for service","Tue","Night"
"Arrest",0,0,"1D",3,"0","0","1","Male","Black",39,"call for service","Tue","Night"
"Arrest",0,0,"6D",18,"0","0","0","Male","Black",40,"traffic response","Tue","Night"
"No Action",0,0,"6D",18,"1","0","0","Male","Black",29,"traffic response","Tue","Night"
"Ticket",0,0,"6D",10,"1","1","1","Male","Black",24,"traffic response","Tue","Night"
"No Action",0,0,"1D",10,"0","0","0","Male","Black",26,"call for service","Wed","Night"
"Arrest",0,0,"1D",10,"0","0","0","Male","Black",37,"call for service","Wed","Night"
"No Action",0,0,"7D",31,"0","0","0","Female","Black",72,"call for service","Tue","Night"
"No Action",0,0,"7D",31,"0","0","0","Male","Black",51,"call for service","Tue","Night"
"No Action",0,0,"5D",14,"0","0","0","Male","Black",42,"responding to bolo","Tue","Night"
"No Action",0,0,"7D",15,"1","0","0","Male","Black",NA,"responding to individual's actions","Tue","Night"
"No Action",0,0,"7D",80,"0","0","0","Male","Black",41,"traffic response","Tue","Night"
"Arrest",0,0,"6D",20,"1","0","0","Male","Black",29,"demeanor during a field contact","Tue","Night"
"Arrest",0,0,"2D",20,"0","0","0","Male","Black",25,"responding to individual's actions","Wed","Night"
"Arrest",0,0,"5D",50,"0","0","0","Male","Black",40,"information obtained from witnesses or informants","Wed","Night"
"No Action",0,0,"3D",15,"0","0","0","Female","Black",22,"call for service","Tue","Night"
"Arrest",0,0,"1D",60,"0","0","1","Male","Hispanic/Latino",27,"traffic response","Wed","Night"
"No Action",0,0,"5D",114,"1","0","0","Female","Black",34,"warrant/court order","Tue","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Female","Black",30,"officer initiated","Tue","Afternoon"
"Warning",0,0,"4D",5,"0","0","1","Female","Black",30,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",64,"officer initiated","Tue","Night"
"Warning",0,0,"3D",10,"0","0","1","Male","White",52,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",15,"0","0","1","Female","Black",60,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",15,"0","0","1","Male","White",48,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",5,"0","0","1","Male","Black",35,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",45,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",42,"officer initiated","Tue","Night"
"Warning",0,0,"5D",5,"0","0","1","Female","Hispanic/Latino",48,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"5D",10,"0","0","1","Male","Unknown",46,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Female","White",72,"officer initiated","Tue","Morning"
"Warning",0,0,"4D",10,"0","0","1","Male","Black",47,"officer initiated","Tue","Night"
"Warning",0,0,"5D",10,"0","0","1","Female","Black",41,"officer initiated","Tue","Morning"
"Warning",0,0,"5D",10,"0","0","1","Male","Hispanic/Latino",35,"officer initiated","Tue","Morning"
"Ticket",0,0,"1D",20,"0","0","1","Female","Black",42,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","White",50,"officer initiated","Tue","Morning"
"Ticket",0,0,"2D",40,"0","0","1","Male","White",57,"traffic response","Tue","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",48,"officer initiated","Tue","Night"
"Ticket",0,0,"1D",60,"0","0","1","Male","Black",NA,"call for service","Tue","Night"
"Warning",0,0,"7D",10,"0","0","1","Male","Black",72,"officer initiated","Tue","Morning"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",32,"officer initiated","Tue","Evening"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",32,"officer initiated","Tue","Night"
"Ticket",0,0,"1D",10,"0","0","1","Male","Black",31,"officer initiated","Wed","Night"
"Warning",0,0,"4D",5,"0","0","1","Male","Unknown",55,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",10,"0","0","1","Female","White",45,"officer initiated","Tue","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Male","White",31,"officer initiated","Tue","Night"
"Warning",0,0,"5D",10,"0","0","1","Female","Asian",46,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",42,"officer initiated","Tue","Night"
"Ticket",0,0,"1D",15,"0","0","1","Female","Black",41,"officer initiated","Wed","Night"
"Warning",0,0,"7D",10,"0","0","1","Female","Black",29,"officer initiated","Tue","Morning"
"Warning",0,0,"5D",15,"0","0","1","Male","Black",74,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",15,"0","0","1","Male","White",NA,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",5,"0","0","1","Female","Unknown",29,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Male","Unknown",39,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","White",39,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Female","Black",37,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",10,"0","0","1","Male","Black",NA,"officer initiated","Tue","Evening"
"Ticket",0,0,"3D",20,"0","0","1","Male","Black",32,"call for service","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",27,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",10,"0","0","1","Male","White",42,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",56,"officer initiated","Tue","Evening"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",56,"officer initiated","Tue","Evening"
"Warning",0,0,"5D",10,"0","0","1","Male","Unknown",44,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",10,"0","0","1","Female","Unknown",NA,"officer initiated","Tue","Night"
"Warning",0,0,"2D",10,"0","0","1","Female","Black",33,"officer initiated","Tue","Morning"
"Ticket",0,0,"2D",10,"0","0","1","Female","White",35,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",10,"0","0","1","Male","Unknown",NA,"officer initiated","Tue","Night"
"Ticket",0,0,"6D",15,"0","0","1","Female","Black",26,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Unknown",37,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",10,"0","0","1","Male","White",40,"officer initiated","Tue","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Male","Black",21,"officer initiated","Wed","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","White",35,"officer initiated","Tue","Night"
"Warning",0,0,"3D",10,"0","0","1","Female","Black",28,"officer initiated","Tue","Morning"
"Ticket",0,0,"4D",10,"0","0","1","Female","Black",25,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",33,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",10,"0","0","1","Female","Black",41,"officer initiated","Tue","Morning"
"Warning",0,0,"3D",10,"0","0","1","Male","White",38,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",15,"0","0","1","Male","Hispanic/Latino",40,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",22,"officer initiated","Tue","Evening"
"Ticket",0,0,"2D",15,"0","0","1","Female","Unknown",29,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","Hispanic/Latino",45,"officer initiated","Tue","Morning"
"Ticket",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",20,"officer initiated","Tue","Afternoon"
"Warning",0,0,"3D",10,"0","0","1","Male","Black",27,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Female","Black",22,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Female","Black",22,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Black",35,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",19,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",5,"0","0","1","Male","Hispanic/Latino",21,"officer initiated","Tue","Night"
"Ticket",0,0,"5D",5,"0","0","1","Female","Unknown",23,"officer initiated","Tue","Morning"
"Ticket",0,0,"3D",84,"0","0","1","Female","Black",24,"traffic response","Tue","Night"
"Ticket",0,0,"4D",10,"0","0","1","Male","Black",35,"officer initiated","Tue","Evening"
"Ticket",0,0,"6D",5,"0","0","1","Female","Black",78,"traffic response","Tue","Afternoon"
"Ticket",0,0,"6D",10,"0","0","1","Male","Black",61,"officer initiated","Tue","Afternoon"
"Warning",0,0,"5D",10,"0","0","1","Female","Black",50,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",44,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",10,"0","0","1","Female","White",68,"officer initiated","Tue","Night"
"Ticket",0,0,"4D",5,"0","0","1","Female","Hispanic/Latino",38,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Male","White",56,"officer initiated","Tue","Morning"
"Warning",0,0,"4D",5,"0","0","1","Female","Black",25,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",5,"0","0","1","Male","White",57,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Male","Asian",58,"officer initiated","Tue","Night"
"Ticket",0,0,"2D",10,"0","0","1","Male","Asian",NA,"officer initiated","Tue","Evening"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",32,"officer initiated","Tue","Night"
"Ticket",0,0,"3D",10,"0","0","1","Male","Black",44,"officer initiated","Tue","Night"
"Warning",0,0,"2D",10,"0","0","1","Male","White",48,"officer initiated","Tue","Morning"
"Warning",0,0,"5D",10,"0","0","1","Male","Unknown",43,"officer initiated","Wed","Night"
"Warning",0,0,"4D",10,"0","0","1","X","Black",29,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",31,"officer initiated","Tue","Morning"
"Ticket",0,0,"3D",10,"0","0","1","Male","Hispanic/Latino",35,"officer initiated","Tue","Evening"
"Ticket",0,0,"5D",10,"0","0","1","Male","Black",40,"officer initiated","Tue","Morning"
"Ticket",0,0,"2D",5,"0","0","1","Male","Black",28,"officer initiated","Tue","Afternoon"
"Ticket",0,0,"2D",15,"0","0","1","Male","Asian",NA,"call for service","Tue","Evening"
"Ticket",0,0,"3D",10,"0","0","1","Female","Black",37,"officer initiated","Tue","Night"
"Warning",0,0,"1D",20,"0","0","1","Female","Black",29,"officer initiated","Wed","Night"
"Ticket",0,0,"5D",21,"0","0","1","Female","Black",31,"call for service","Tue","Afternoon"
"Ticket",0,0,"4D",10,"0","0","1","Male","White",30,"officer initiated","Tue","Night"
